admin3Name_en,admin3Pcode,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,Shape_Length,Shape_Area
Kham Pha-Ung,TH450806,Pho Chai,TH4508,Roi Et,TH45,Thailand,TH,0.44446,0.007075
Kham Phai,TH350905,Thai Charoen,TH3509,Yasothon,TH35,Thailand,TH,0.347575,0.003188
Kham Phi,TH480713,Na Kae,TH4807,Nakhon Phanom,TH48,Thailand,TH,0.437425,0.004547
Kham Phon,TH370302,Pathum Ratchawongsa,TH3703,Amnat Charoen,TH37,Thailand,TH,0.48561,0.007862
Kham Phong,TH321702,Non Narai,TH3217,Surin,TH32,Thailand,TH,0.371659,0.003313
Kham Phra,TH370602,Hua Taphan,TH3706,Amnat Charoen,TH37,Thailand,TH,0.416443,0.003896
Kham Phran,TH191202,Wang Muang,TH1912,Saraburi,TH19,Thailand,TH,0.529224,0.004695
Kham Pia,TH341105,Trakan Phuet Phon,TH3411,Ubon Ratchathani,TH34,Thailand,TH,0.602461,0.005216
Kham Pia,TH450801,Pho Chai,TH4508,Roi Et,TH45,Thailand,TH,0.384668,0.004817
Kham Pom,TH340503,Khemarat,TH3405,Ubon Ratchathani,TH34,Thailand,TH,0.375172,0.006831
Kham Pom,TH342209,Samrong,TH3422,Ubon Ratchathani,TH34,Thailand,TH,0.233847,0.002398
Kham Pom,TH400305,Phra Yuen,TH4003,Khon Kaen,TH40,Thailand,TH,0.28933,0.003009
Kham Pom,TH401103,Pueai Noi,TH4011,Khon Kaen,TH40,Thailand,TH,0.317546,0.003406
Kham Pom,TH440902,Wapi Pathum,TH4409,Maha Sarakham,TH44,Thailand,TH,0.285327,0.003496
Kham Riang,TH440406,Kantharawichai,TH4404,Maha Sarakham,TH44,Thailand,TH,0.35933,0.004452
Kham Sa-At,TH471203,Sawang Daen Din,TH4712,Sakon Nakhon,TH47,Thailand,TH,0.552212,0.008433
Kham Sakaesaeng,TH301101,Kham Sakaesaeng,TH3011,Nakhon Ratchasima,TH30,Thailand,TH,0.43247,0.006556
Kham Sang Thiang,TH461503,Sam Chai,TH4615,Kalasin,TH46,Thailand,TH,0.385085,0.00425
Kham Sombun,TH300410,Khong,TH3004,Nakhon Ratchasima,TH30,Thailand,TH,0.278485,0.003855
Kham Ta Kla,TH470901,Kham Ta Kla,TH4709,Sakon Nakhon,TH47,Thailand,TH,0.753512,0.009217
Kham Tanot,TH250706,Prachantakham,TH2507,Prachin Buri,TH25,Thailand,TH,0.474554,0.00672
Kham Thale So,TH301901,Kham Thale So,TH3019,Nakhon Ratchasima,TH30,Thailand,TH,0.298982,0.0034
Kham Thao,TH301011,Non Sung,TH3010,Nakhon Ratchasima,TH30,Thailand,TH,0.256087,0.003141
Kham Thao,TH480108,Mueang Nakhon Phanom,TH4801,Nakhon Phanom,TH48,Thailand,TH,0.328083,0.004554
Kham Thao Phatthana,TH440410,Kantharawichai,TH4404,Maha Sarakham,TH44,Thailand,TH,0.229418,0.002723
Kham Toei,TH350904,Thai Charoen,TH3509,Yasothon,TH35,Thailand,TH,0.576432,0.00622
Kham Toei,TH480111,Mueang Nakhon Phanom,TH4801,Nakhon Phanom,TH48,Thailand,TH,0.593234,0.00761
Kham Wa,TH342006,Tan Sum,TH3420,Ubon Ratchathani,TH34,Thailand,TH,0.371909,0.003011
Kham Yai,TH340108,Mueang Ubon Ratchathani,TH3401,Ubon Ratchathani,TH34,Thailand,TH,0.366944,0.005274
Kham Yai,TH460802,Huai Mek,TH4608,Kalasin,TH46,Thailand,TH,0.358828,0.003085
Kham Yat,TH150415,Pho Thong,TH1504,Ang Thong,TH15,Thailand,TH,0.209944,0.001377
Khamcha-I,TH490504,Khamcha-I,TH4905,Mukdahan,TH49,Thailand,TH,0.768027,0.020023
Khamin,TH460117,Mueang Kalasin,TH4601,Kalasin,TH46,Thailand,TH,0.371793,0.004483
Khamin,TH470102,Mueang Sakon Nakhon,TH4701,Sakon Nakhon,TH47,Thailand,TH,0.444334,0.00658
Khamong,TH220312,Tha Mai,TH2203,Chanthaburi,TH22,Thailand,TH,0.260459,0.001931
Khan Chong,TH650706,Wat Bot,TH6507,Phitsanulok,TH65,Thailand,TH,1.125302,0.034535
Khan Dai Yai,TH350108,Mueang Yasothon,TH3501,Yasothon,TH35,Thailand,TH,0.296922,0.003044
Khan Ham,TH141401,Uthai,TH1414,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.14402,0.000921
Khan Na Yao,TH104301,Khan Na Yao,TH1043,Bangkok,TH10,Thailand,TH,0.160027,0.001069
Khan Ngoen,TH860402,Lang Suan,TH8604,Chumphon,TH86,Thailand,TH,0.17638,0.000857
Khan Rai,TH342501,Sirindhorn,TH3425,Ubon Ratchathani,TH34,Thailand,TH,0.52983,0.007251
Khan Thuli,TH840704,Tha Chana,TH8407,Surat Thani,TH84,Thailand,TH,0.684495,0.01391
Khanap Nak,TH801218,Pak Phanang,TH8012,Nakhon Si Thammarat,TH80,Thailand,TH,0.271212,0.003056
Khane Chue,TH630403,Mae Ramat,TH6304,Tak,TH63,Thailand,TH,1.020753,0.027522
Khang Phlu,TH300905,Non Thai,TH3009,Nakhon Ratchasima,TH30,Thailand,TH,0.487366,0.006952
Khanom,TH801501,Khanom,TH8015,Nakhon Si Thammarat,TH80,Thailand,TH,0.467886,0.007025
Khanon Luang,TH140618,Bang Pa-In,TH1406,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.075822,0.00035
Khanong Phra,TH302107,Pak Chong,TH3021,Nakhon Ratchasima,TH30,Thailand,TH,0.671315,0.009516
Khanthararat,TH440402,Kantharawichai,TH4404,Maha Sarakham,TH44,Thailand,TH,0.211727,0.002069
Khanuan,TH402303,Nong Na Kham,TH4023,Khon Kaen,TH40,Thailand,TH,0.340163,0.004634
Khanun,TH330420,Kantharalak,TH3304,Si Sa Ket,TH33,Thailand,TH,0.367846,0.004693
Khao Baisi,TH220307,Tha Mai,TH2203,Chanthaburi,TH22,Thailand,TH,0.552887,0.005999
Khao Bang Kraek,TH610409,Nong Chang,TH6104,Uthai Thani,TH61,Thailand,TH,0.39769,0.00335
Khao Cha-Ngum,TH700718,Photharam,TH7007,Ratchaburi,TH70,Thailand,TH,0.510016,0.007702
Khao Chai Rat,TH860307,Pathio,TH8603,Chumphon,TH86,Thailand,TH,0.813397,0.012588
Khao Chai Thong,TH601207,Tak Fa,TH6012,Nakhon Sawan,TH60,Thailand,TH,0.283995,0.003605
Khao Chaison,TH930301,Khao Chaison,TH9303,Phatthalung,TH93,Thailand,TH,0.601562,0.005362
Khao Chakan,TH270701,Khao Chakan,TH2707,Sa Kaeo,TH27,Thailand,TH,0.416872,0.00319
Khao Chao,TH770609,Pran Buri,TH7706,Prachuap Khiri Khan,TH77,Thailand,TH,1.572677,0.026752
Khao Chet Luk,TH660803,Tap Khlo,TH6608,Phichit,TH66,Thailand,TH,0.607899,0.008587
Khao Chiak,TH930103,Mueang Phatthalung,TH9301,Phatthalung,TH93,Thailand,TH,0.166148,0.001224
Khao Chon Kan,TH601305,Mae Wong,TH6013,Nakhon Sawan,TH60,Thailand,TH,0.507624,0.008412
Khao Chot,TH710405,Si Sawat,TH7104,Kanchanaburi,TH71,Thailand,TH,1.65416,0.062257
Khao Daeng,TH770203,Kui Buri,TH7702,Prachuap Khiri Khan,TH77,Thailand,TH,0.372753,0.002452
Khao Daeng,TH900607,Saba Yoi,TH9006,Songkhla,TH90,Thailand,TH,0.587147,0.011839
Khao Din,TH190509,Nong Saeng,TH1905,Saraburi,TH19,Thailand,TH,0.1066,0.000508
Khao Din,TH240412,Bang Pakong,TH2404,Chachoengsao,TH24,Thailand,TH,0.24143,0.001794
Khao Din,TH600604,Kao Liao,TH6006,Nakhon Sawan,TH60,Thailand,TH,0.282403,0.0031
Khao Din,TH720204,Doem Bang Nang Buat,TH7202,Suphan Buri,TH72,Thailand,TH,0.311438,0.002638
Khao Din,TH810202,Khao Phanom,TH8102,Krabi,TH81,Thailand,TH,0.817409,0.010016
Khao Din Nuea,TH310809,Ban Kruat,TH3108,Buri Ram,TH31,Thailand,TH,0.462303,0.003493
Khao Din Phatthana,TH191301,Chaloem Phra Kiat,TH1913,Saraburi,TH19,Thailand,TH,0.242444,0.001254
Khao Hin Son,TH240608,Phanom Sarakham,TH2406,Chachoengsao,TH24,Thailand,TH,0.66875,0.015079
Khao Hua Khwai,TH841715,Phunphin,TH8417,Surat Thani,TH84,Thailand,TH,0.273893,0.002988
Khao Kaeo,TH180403,Sapphaya,TH1804,Chai Nat,TH18,Thailand,TH,0.227482,0.002689
Khao Kaeo,TH220324,Tha Mai,TH2203,Chanthaburi,TH22,Thailand,TH,0.744674,0.011998
Khao Kaeo,TH420304,Chiang Khan,TH4203,Loei,TH42,Thailand,TH,0.591687,0.011718
Khao Kaeo,TH800301,Lan Saka,TH8003,Nakhon Si Thammarat,TH80,Thailand,TH,0.465652,0.006755
Khao Kaeo Si Sombun,TH640905,Thung Saliam,TH6409,Sukhothai,TH64,Thailand,TH,0.306129,0.002372
Khao Kala,TH601010,Phayuha Khiri,TH6010,Nakhon Sawan,TH60,Thailand,TH,0.708057,0.013282
Khao Khai,TH860711,Sawi,TH8607,Chumphon,TH86,Thailand,TH,0.537477,0.00894
Khao Khan Song,TH200706,Si Racha,TH2007,Chon Buri,TH20,Thailand,TH,0.533103,0.008294
Khao Khao,TH800913,Thung Song,TH8009,Nakhon Si Thammarat,TH80,Thailand,TH,0.551709,0.009612
Khao Khao,TH910503,La-Ngu,TH9105,Satun,TH91,Thailand,TH,0.336434,0.002258
Khao Khao,TH920608,Huai Yot,TH9206,Trang,TH92,Thailand,TH,0.200469,0.000936
Khao Khen,TH810602,Plai Phraya,TH8106,Krabi,TH81,Thailand,TH,0.564821,0.00995
Khao Khi Foi,TH610203,Thap Than,TH6102,Uthai Thani,TH61,Thailand,TH,0.20811,0.00118
Khao Khirit,TH620606,Phran Kratai,TH6206,Kamphaeng Phet,TH62,Thailand,TH,0.578049,0.011685
Khao Khlung,TH700513,Ban Pong,TH7005,Ratchaburi,TH70,Thailand,TH,0.540502,0.006937
Khao Kho,TH671103,Khao Kho,TH6711,Phetchabun,TH67,Thailand,TH,0.668431,0.01242
Khao Khok,TH310715,Prakhon Chai,TH3107,Buri Ram,TH31,Thailand,TH,0.456031,0.006431
Khao Khram,TH810105,Mueang Krabi,TH8101,Krabi,TH81,Thailand,TH,0.534803,0.009339
Khao Kop,TH920607,Huai Yot,TH9206,Trang,TH92,Thailand,TH,0.363675,0.003474
Khao Krapuk,TH760513,Tha Yang,TH7605,Phetchaburi,TH76,Thailand,TH,0.941275,0.022215
Khao Kwang Thong,TH610410,Nong Chang,TH6104,Uthai Thani,TH61,Thailand,TH,0.434436,0.005616
Khao Laem,TH160422,Chai Badan,TH1604,Lop Buri,TH16,Thailand,TH,0.50886,0.009971
Khao Lan,TH770304,Thap Sakae,TH7703,Prachuap Khiri Khan,TH77,Thailand,TH,0.622951,0.009578
Khao Luang,TH420911,Wang Saphung,TH4209,Loei,TH42,Thailand,TH,0.656874,0.012123
Khao Mai Kaeo,TH200405,Bang Lamung,TH2004,Chon Buri,TH20,Thailand,TH,0.435744,0.006479
Khao Mai Kaeo,TH250213,Kabin Buri,TH2502,Prachin Buri,TH25,Thailand,TH,0.818934,0.014943
Khao Mai Kaeo,TH920502,Sikao,TH9205,Trang,TH92,Thailand,TH,0.522202,0.005623
Khao Mao,TH141411,Uthai,TH1414,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.179393,0.001308
Khao Mi Kiat,TH901009,Sadao,TH9010,Songkhla,TH90,Thailand,TH,0.398209,0.005465
Khao Ngam,TH141109,Wang Noi,TH1411,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.177728,0.001463
Khao Niphan,TH841505,Wiang Sa,TH8415,Surat Thani,TH84,Thailand,TH,0.413912,0.004365
Khao Niwet,TH850101,Mueang Ranong,TH8501,Ranong,TH85,Thailand,TH,0.133322,0.000364
Khao Noi,TH161006,Lam Sonthi,TH1610,Lop Buri,TH16,Thailand,TH,0.340015,0.003978
Khao Noi,TH210704,Khao Chamao,TH2107,Rayong,TH21,Thailand,TH,0.558297,0.006486
Khao Noi,TH402903,Wiang Kao,TH4029,Khon Kaen,TH40,Thailand,TH,0.326655,0.003838
Khao Noi,TH710607,Tha Muang,TH7106,Kanchanaburi,TH71,Thailand,TH,0.392888,0.004521
Khao Noi,TH770602,Pran Buri,TH7706,Prachuap Khiri Khan,TH77,Thailand,TH,0.494945,0.005484
Khao Noi,TH801408,Sichon,TH8014,Nakhon Si Thammarat,TH80,Thailand,TH,0.644324,0.01029
Khao Phang,TH840904,Ban Ta Khun,TH8409,Surat Thani,TH84,Thailand,TH,1.767552,0.11254
Khao Phang Krai,TH801605,Hua Sai,TH8016,Nakhon Si Thammarat,TH80,Thailand,TH,0.284203,0.00378
Khao Phanom,TH810201,Khao Phanom,TH8102,Krabi,TH81,Thailand,TH,0.659301,0.009682
Khao Phoem,TH260309,Ban Na,TH2603,Nakhon Nayok,TH26,Thailand,TH,0.432153,0.004668
Khao Phra,TH260112,Mueang Nakhon Nayok,TH2601,Nakhon Nayok,TH26,Thailand,TH,0.462846,0.006819
Khao Phra,TH720201,Doem Bang Nang Buat,TH7202,Suphan Buri,TH72,Thailand,TH,0.30412,0.002404
Khao Phra,TH800503,Phipun,TH8005,Nakhon Si Thammarat,TH80,Thailand,TH,0.802149,0.016225
Khao Phra,TH900909,Rattaphum,TH9009,Songkhla,TH90,Thailand,TH,0.891843,0.023818
Khao Phra Ngam,TH160105,Mueang Lop Buri,TH1601,Lop Buri,TH16,Thailand,TH,0.510595,0.011532
Khao Phra Non,TH460712,Yang Talat,TH4607,Kalasin,TH46,Thailand,TH,0.339326,0.003796
Khao Phra Thong,TH800710,Cha-Uat,TH8007,Nakhon Si Thammarat,TH80,Thailand,TH,0.470269,0.004406
Khao Phrabat,TH800612,Chian Yai,TH8006,Nakhon Si Thammarat,TH80,Thailand,TH,0.368293,0.003479
Khao Phrai,TH920905,Ratsada,TH9209,Trang,TH92,Thailand,TH,0.327502,0.002343
Khao Pu,TH930702,Si Banphot,TH9307,Phatthalung,TH93,Thailand,TH,0.434535,0.007227
Khao Pun,TH920609,Huai Yot,TH9206,Trang,TH92,Thailand,TH,0.430809,0.006018
Khao Pun,TH341201,Kut Khaopun,TH3412,Ubon Ratchathani,TH34,Thailand,TH,0.424404,0.005625
Khao Raeng,TH700115,Mueang Ratchaburi,TH7001,Ratchaburi,TH70,Thailand,TH,0.202062,0.001587
Khao Ro,TH800907,Thung Song,TH8009,Nakhon Si Thammarat,TH80,Thailand,TH,0.471397,0.006609
Khao Ruak,TH161005,Lam Sonthi,TH1610,Lop Buri,TH16,Thailand,TH,0.410345,0.003808
Khao Rup Chang,TH900102,Mueang Songkhla,TH9001,Songkhla,TH90,Thailand,TH,0.261814,0.002453
Khao Sai,TH660802,Tap Khlo,TH6608,Phichit,TH66,Thailand,TH,0.843486,0.011807
Khao Sam Sip,TH270704,Khao Chakan,TH2707,Sa Kaeo,TH27,Thailand,TH,0.455217,0.003794
Khao Sam Sip Hap,TH710511,Tha Maka,TH7105,Kanchanaburi,TH71,Thailand,TH,0.302782,0.002812
Khao Sam Yot,TH160106,Mueang Lop Buri,TH1601,Lop Buri,TH16,Thailand,TH,0.249208,0.002839
Khao Saming,TH230301,Khao Saming,TH2303,Trat,TH23,Thailand,TH,0.518836,0.005526
Khao Samo Khon,TH160507,Tha Wung,TH1605,Lop Buri,TH16,Thailand,TH,0.321348,0.00299
Khao San,TH411706,Ban Phue,TH4117,Udon Thani,TH41,Thailand,TH,0.358711,0.002748
Khao Sok,TH200305,Nong Yai,TH2003,Chon Buri,TH20,Thailand,TH,0.738376,0.009284
Khao Suan Kwang,TH401901,Khao Suan Kwang,TH4019,Khon Kaen,TH40,Thailand,TH,0.435955,0.002512
Khao Tha Phra,TH180105,Mueang Chai Nat,TH1801,Chai Nat,TH18,Thailand,TH,0.223599,0.002036
Khao Thalu,TH860710,Sawi,TH8607,Chumphon,TH86,Thailand,TH,0.347648,0.003752
Khao Than,TH841104,Tha Chang,TH8411,Surat Thani,TH84,Thailand,TH,0.341637,0.004594
Khao Thong,TH601007,Phayuha Khiri,TH6010,Nakhon Sawan,TH60,Thailand,TH,0.477375,0.006878
Khao Thong,TH810106,Mueang Krabi,TH8101,Krabi,TH81,Thailand,TH,0.532025,0.005944
Khao To,TH810603,Plai Phraya,TH8106,Krabi,TH81,Thailand,TH,0.498495,0.009269
Khao Tok,TH841403,Khian Sa,TH8414,Surat Thani,TH84,Thailand,TH,0.403908,0.002162
Khao Tum,TH941012,Yarang,TH9410,Pattani,TH94,Thailand,TH,0.321388,0.004816
Khao Wiset,TH920701,Wang Wiset,TH9207,Trang,TH92,Thailand,TH,0.669792,0.008988
Khao Wong,TH190906,Phra Phutthabat,TH1909,Saraburi,TH19,Thailand,TH,0.219018,0.002348
Khao Wong,TH840901,Ban Ta Khun,TH8409,Surat Thani,TH84,Thailand,TH,0.37078,0.004131
Khao Wongkot,TH220805,Kaeng Hang Maeo,TH2208,Chanthaburi,TH22,Thailand,TH,0.520918,0.004982
Khao Wua,TH220306,Tha Mai,TH2203,Chanthaburi,TH22,Thailand,TH,0.275506,0.001868
Khao Ya,TH930701,Si Banphot,TH9307,Phatthalung,TH93,Thailand,TH,0.399266,0.00413
Khao Yai,TH760404,Cha-Am,TH7604,Phetchaburi,TH76,Thailand,TH,0.548821,0.007982
Khao Yai,TH810507,Ao Luek,TH8105,Krabi,TH81,Thailand,TH,0.388558,0.005765
Khao Yoi,TH760201,Khao Yoi,TH7602,Phetchaburi,TH76,Thailand,TH,0.406485,0.003613
Khayai,TH140702,Bang Pahan,TH1407,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.085464,0.000381
Khayung,TH331008,Uthumphon Phisai,TH3310,Si Sa Ket,TH33,Thailand,TH,0.245444,0.00227
Khek Noi,TH671107,Khao Kho,TH6711,Phetchabun,TH67,Thailand,TH,0.581487,0.00792
Khemarat,TH340501,Khemarat,TH3405,Ubon Ratchathani,TH34,Thailand,TH,0.598078,0.008902
Kheng Yai,TH370603,Hua Taphan,TH3706,Amnat Charoen,TH37,Thailand,TH,0.316555,0.00432
Khi Lek,TH340119,Mueang Ubon Ratchathani,TH3401,Ubon Ratchathani,TH34,Thailand,TH,0.320326,0.002782
Khi Lek,TH343303,Nam Khun,TH3433,Ubon Ratchathani,TH34,Thailand,TH,0.541659,0.006196
Khi Lek,TH450308,Pathum Rat,TH4503,Roi Et,TH45,Thailand,TH,0.381048,0.003278
Khi Lek,TH451409,At Samat,TH4514,Roi Et,TH45,Thailand,TH,0.250322,0.00186
Khi Lek,TH500603,Mae Taeng,TH5006,Chiang Mai,TH50,Thailand,TH,0.419531,0.005165
Khi Lek,TH500704,Mae Rim,TH5007,Chiang Mai,TH50,Thailand,TH,0.249906,0.00242
Khian Sa,TH841401,Khian Sa,TH8414,Surat Thani,TH84,Thailand,TH,0.462028,0.008312
Khiri Khet,TH950404,Than To,TH9504,Yala,TH95,Thailand,TH,0.368858,0.005921
Khiri Rat,TH630703,Phop Phra,TH6307,Tak,TH63,Thailand,TH,1.245479,0.042543
Khiri Wong,TH810604,Plai Phraya,TH8106,Krabi,TH81,Thailand,TH,0.468791,0.005863
Khlang,TH800103,Mueang Nakhon Si Thammarat,TH8001,Nakhon Si Thammarat,TH80,Thailand,TH,0.052671,0.000169
Khli Kling,TH332202,Sila Lat,TH3322,Si Sa Ket,TH33,Thailand,TH,0.332681,0.003138
Khlong Ban Pho,TH240504,Ban Pho,TH2405,Chachoengsao,TH24,Thailand,TH,0.169967,0.000917
Khlong Cha-Un,TH841006,Phanom,TH8410,Surat Thani,TH84,Thailand,TH,0.595542,0.015558
Khlong Chak Phra,TH101901,Taling Chan,TH1019,Bangkok,TH10,Thailand,TH,0.10201,0.000103
Khlong Chaloem,TH930203,Kong Ra,TH9302,Phatthalung,TH93,Thailand,TH,0.678749,0.010186
Khlong Chan,TH100601,Bang Kapi,TH1006,Bangkok,TH10,Thailand,TH,0.167379,0.000984
Khlong Chanak,TH840111,Mueang Surat Thani,TH8401,Surat Thani,TH84,Thailand,TH,0.281767,0.00185
Khlong Chanuan,TH841503,Wiang Sa,TH8415,Surat Thani,TH84,Thailand,TH,0.5009,0.006172
Khlong Chaokhun Sing,TH104503,Wang Thonglang,TH1045,Bangkok,TH10,Thailand,TH,0.075958,0.000302
Khlong Chet,TH130207,Khlong Luang,TH1302,Pathum Thani,TH13,Thailand,TH,0.356863,0.001914
Khlong Chi Lom,TH920214,Kantang,TH9202,Trang,TH92,Thailand,TH,0.276984,0.003848
Khlong Chik,TH140606,Bang Pa-In,TH1406,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.26378,0.002031
Khlong Chinda,TH730613,Sam Phran,TH7306,Nakhon Pathom,TH73,Thailand,TH,0.268714,0.002385
Khlong Chuk Krachoe,TH240107,Mueang Chachoengsao,TH2401,Chachoengsao,TH24,Thailand,TH,0.160504,0.000866
Khlong Daen,TH900702,Ranot,TH9007,Songkhla,TH90,Thailand,TH,0.222348,0.001685
Khlong Dan,TH110205,Bang Bo,TH1102,Samut Prakan,TH11,Thailand,TH,0.340228,0.004378
Khlong Ha,TH130205,Khlong Luang,TH1302,Pathum Thani,TH13,Thailand,TH,0.380806,0.003669
Khlong Hae,TH901105,Hat Yai,TH9011,Songkhla,TH90,Thailand,TH,0.214592,0.002044
Khlong Hat,TH270201,Khlong Hat,TH2702,Sa Kaeo,TH27,Thailand,TH,0.650925,0.009387
Khlong Hin,TH810504,Ao Luek,TH8105,Krabi,TH81,Thailand,TH,0.510377,0.008792
Khlong Hin Pun,TH270405,Wang Nam Yen,TH2704,Sa Kaeo,TH27,Thailand,TH,0.520003,0.006472
Khlong Hoi Khong,TH901601,Khlong Hoi Khong,TH9016,Songkhla,TH90,Thailand,TH,0.656443,0.011717
Khlong Hok,TH130206,Khlong Luang,TH1302,Pathum Thani,TH13,Thailand,TH,0.382697,0.003789
Khlong Kai Thuean,TH270205,Khlong Hat,TH2702,Sa Kaeo,TH27,Thailand,TH,0.565615,0.007547
Khlong Ket,TH160306,Khok Samrong,TH1603,Lop Buri,TH16,Thailand,TH,0.593808,0.010124
Khlong Khachen,TH660106,Mueang Phichit,TH6601,Phichit,TH66,Thailand,TH,0.343998,0.002882
Khlong Kham,TH460711,Yang Talat,TH4607,Kalasin,TH46,Thailand,TH,0.449054,0.0078
Khlong Khamao,TH810804,Nuea Khlong,TH8108,Krabi,TH81,Thailand,TH,0.327824,0.002263
Khlong Khanak,TH150609,Wiset Chai Chan,TH1506,Ang Thong,TH15,Thailand,TH,0.182858,0.001335
Khlong Khanan,TH810803,Nuea Khlong,TH8108,Krabi,TH81,Thailand,TH,0.728432,0.009278
Khlong Khian,TH820407,Takua Thung,TH8204,Phangnga,TH82,Thailand,TH,0.663037,0.005594
Khlong Khlung,TH620501,Khlong Khlung,TH6205,Kamphaeng Phet,TH62,Thailand,TH,0.4737,0.008181
Khlong Khoen,TH750108,Mueang Samut Songkhram,TH7501,Samut Songkhram,TH75,Thailand,TH,0.136969,0.000598
Khlong Khoi,TH120610,Pak Kret,TH1206,Nonthaburi,TH12,Thailand,TH,0.287807,0.001522
Khlong Khoi,TH700710,Photharam,TH7007,Ratchaburi,TH70,Thailand,TH,0.132978,0.00068
Khlong Khon,TH750109,Mueang Samut Songkhram,TH7501,Samut Songkhram,TH75,Thailand,TH,0.28419,0.003076
Khlong Khuean,TH241102,Khlong Khuean,TH2411,Chachoengsao,TH24,Thailand,TH,0.296672,0.002819
Khlong Khun,TH660408,Taphan Hin,TH6604,Phichit,TH66,Thailand,TH,0.281118,0.002924
Khlong Khut,TH220314,Tha Mai,TH2203,Chanthaburi,TH22,Thailand,TH,0.370827,0.002415
Khlong Khut,TH240503,Ban Pho,TH2405,Chachoengsao,TH24,Thailand,TH,0.243282,0.001166
Khlong Khut,TH910102,Mueang Satun,TH9101,Satun,TH91,Thailand,TH,0.768947,0.011023
Khlong Khwai,TH130702,Sam Khok,TH1307,Pathum Thani,TH13,Thailand,TH,0.232955,0.001651
Khlong Khwang,TH102208,Phasi Charoen,TH1022,Bangkok,TH10,Thailand,TH,0.069819,0.000227
Khlong Khwang,TH120506,Sai Noi,TH1205,Nonthaburi,TH12,Thailand,TH,0.263204,0.002062
Khlong Kio,TH200202,Ban Bueng,TH2002,Chon Buri,TH20,Thailand,TH,0.749719,0.01879
Khlong Kluea,TH120612,Pak Kret,TH1206,Nonthaburi,TH12,Thailand,TH,0.073179,0.000206
Khlong Krabue,TH801205,Pak Phanang,TH8012,Nakhon Si Thammarat,TH80,Thailand,TH,0.189813,0.001944
Khlong Krachaeng,TH760102,Mueang Phetchaburi,TH7601,Phetchaburi,TH76,Thailand,TH,0.079114,0.000261
Khlong Krachang,TH670603,Si Thep,TH6706,Phetchabun,TH67,Thailand,TH,1.042726,0.014918
Khlong Krachong,TH640703,Sawankhalok,TH6407,Sukhothai,TH64,Thailand,TH,0.212543,0.002266
Khlong Kum,TH102701,Bueng Kum,TH1027,Bangkok,TH10,Thailand,TH,0.13097,0.000865
Khlong Kwang,TH900410,Na Thawi,TH9004,Songkhla,TH90,Thailand,TH,0.588647,0.010292
Khlong La,TH901604,Khlong Hoi Khong,TH9016,Songkhla,TH90,Thailand,TH,0.588118,0.00616
Khlong Lan Phatthana,TH620303,Khlong Lan,TH6203,Kamphaeng Phet,TH62,Thailand,TH,0.961361,0.023826
Khlong Lu,TH920208,Kantang,TH9202,Trang,TH92,Thailand,TH,0.316849,0.003022
Khlong Luang Phaeng,TH240118,Mueang Chachoengsao,TH2401,Chachoengsao,TH24,Thailand,TH,0.299369,0.003051
Khlong Maduea,TH740206,Krathum Baen,TH7402,Samut Sakhon,TH74,Thailand,TH,0.174313,0.001138
Khlong Mae Lai,TH620117,Mueang Kamphaeng Phet,TH6201,Kamphaeng Phet,TH62,Thailand,TH,0.542743,0.006353
Khlong Mahanak,TH100803,Pom Prap Sattru Phai,TH1008,Bangkok,TH10,Thailand,TH,0.027848,0.000049
Khlong Mai,TH730611,Sam Phran,TH7306,Nakhon Pathom,TH73,Thailand,TH,0.20778,0.001257
Khlong Mai,TH941009,Yarang,TH9410,Pattani,TH94,Thailand,TH,0.267066,0.001556
Khlong Maning,TH940106,Mueang Pattani,TH9401,Pattani,TH94,Thailand,TH,0.107728,0.000463
Khlong Maphlap,TH640804,Si Nakhon,TH6408,Sukhothai,TH64,Thailand,TH,0.296532,0.003103
Khlong Muang,TH302109,Pak Chong,TH3021,Nakhon Ratchasima,TH30,Thailand,TH,0.588187,0.012951
Khlong Mueang,TH300611,Chakkarat,TH3006,Nakhon Ratchasima,TH30,Thailand,TH,0.337639,0.005615
Khlong Na,TH240104,Mueang Chachoengsao,TH2401,Chachoengsao,TH24,Thailand,TH,0.169234,0.000938
Khlong Nakhon Nueang Khet,TH240110,Mueang Chachoengsao,TH2401,Chachoengsao,TH24,Thailand,TH,0.247256,0.002706
Khlong Nam Khem,TH220605,Laem Sing,TH2206,Chanthaburi,TH22,Thailand,TH,0.16929,0.001043
Khlong Nam Lai,TH620301,Khlong Lan,TH6203,Kamphaeng Phet,TH62,Thailand,TH,1.308521,0.035485
Khlong Nam Sai,TH270604,Aranyaprathet,TH2706,Sa Kaeo,TH27,Thailand,TH,0.388269,0.004159
Khlong Narai,TH220103,Mueang Chanthaburi,TH2201,Chanthaburi,TH22,Thailand,TH,0.276747,0.00235
Khlong Niyom Yattra,TH110208,Bang Bo,TH1102,Samut Prakan,TH11,Thailand,TH,0.188619,0.001381
